epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,791.741,1.95127,0.89892,0.85159,0.61721,0.51872,0.53241,0.22236,2.15159,1.15641,0.88966,0.000533463,0.000533463,0.000533463
43,809.238,1.97549,0.90601,0.83746,0.52426,0.55626,0.50529,0.21239,2.14819,1.20157,0.89419,0.00050306,0.00050306,0.00050306
44,826.728,1.95596,0.85731,0.84147,0.66505,0.53787,0.55546,0.23079,2.19102,1.19822,0.89311,0.000473098,0.000473098,0.000473098
45,844.298,1.9445,0.86913,0.83627,0.62372,0.5604,0.54404,0.22576,2.16467,1.23848,0.89255,0.000443637,0.000443637,0.000443637
46,862.16,1.94081,0.87152,0.83963,0.68145,0.52633,0.56674,0.2244,2.18488,1.23617,0.89347,0.000414735,0.000414735,0.000414735
47,880.016,1.88452,0.85498,0.84128,0.65071,0.48419,0.51314,0.20573,2.18894,1.3308,0.88704,0.000386452,0.000386452,0.000386452
48,897.31,1.90339,0.83417,0.82412,0.58168,0.56248,0.5477,0.22712,2.15386,1.23143,0.88451,0.000358843,0.000358843,0.000358843
49,914.617,1.91373,0.84734,0.83475,0.66749,0.51372,0.56332,0.24377,2.17019,1.30015,0.8868,0.000331965,0.000331965,0.000331965
50,932.249,1.92903,0.86321,0.83898,0.67481,0.59025,0.58682,0.24305,2.1689,1.2323,0.88533,0.000305872,0.000305872,0.000305872
51,949.458,1.88238,0.84577,0.84409,0.61479,0.57559,0.58227,0.24215,2.15534,1.16527,0.88762,0.000280616,0.000280616,0.000280616
52,966.569,1.91108,0.85259,0.82952,0.6618,0.54619,0.57359,0.23189,2.15871,1.22308,0.88711,0.000256249,0.000256249,0.000256249
53,983.637,1.85778,0.80944,0.82945,0.64258,0.60246,0.58001,0.2393,2.16154,1.23377,0.89183,0.000232818,0.000232818,0.000232818
54,1000.8,1.88106,0.8251,0.8211,0.61581,0.57914,0.54461,0.22036,2.1743,1.19624,0.89633,0.000210372,0.000210372,0.000210372
55,1018.02,1.89096,0.83256,0.82911,0.57897,0.58665,0.57301,0.23531,2.17733,1.17213,0.89144,0.000188956,0.000188956,0.000188956
56,1040.39,1.77655,0.79764,0.85282,0.63,0.52126,0.55283,0.23319,2.17198,1.16415,0.89157,0.000168613,0.000168613,0.000168613
57,1057.98,1.74436,0.78519,0.85555,0.60757,0.53988,0.56094,0.23767,2.15796,1.16909,0.88905,0.000149383,0.000149383,0.000149383
58,1075.46,1.74978,0.78377,0.85489,0.59783,0.56335,0.5442,0.2252,2.17263,1.19632,0.89217,0.000131305,0.000131305,0.000131305
59,1092.93,1.77219,0.78765,0.85281,0.65176,0.54591,0.55004,0.22954,2.15939,1.21345,0.88559,0.000114417,0.000114417,0.000114417
60,1110.33,1.73945,0.79308,0.84797,0.70724,0.55297,0.57482,0.24129,2.14751,1.17422,0.8845,9.87513e-05,9.87513e-05,9.87513e-05
61,1132.37,1.76789,0.77769,0.84508,0.65251,0.56247,0.57273,0.23944,2.15959,1.17887,0.88701,8.43402e-05,8.43402e-05,8.43402e-05
62,1150.47,1.74914,0.77109,0.85144,0.64129,0.54463,0.57394,0.23538,2.16307,1.18921,0.88895,7.12124e-05,7.12124e-05,7.12124e-05
63,1167.96,1.72169,0.76079,0.84847,0.63201,0.56283,0.5665,0.23605,2.15377,1.20175,0.88903,5.93946e-05,5.93946e-05,5.93946e-05
64,1186.12,1.73482,0.75906,0.85126,0.6143,0.57206,0.5788,0.23924,2.14237,1.19156,0.88617,4.89104e-05,4.89104e-05,4.89104e-05
65,1203.57,1.7038,0.74983,0.84091,0.64231,0.55958,0.57366,0.23556,2.14264,1.2017,0.88705,3.97811e-05,3.97811e-05,3.97811e-05
66,1221.09,1.71842,0.75099,0.84771,0.67318,0.53655,0.57002,0.23341,2.14638,1.20314,0.88893,3.20249e-05,3.20249e-05,3.20249e-05
67,1238.76,1.7142,0.75373,0.84532,0.63654,0.55989,0.57005,0.23879,2.14052,1.21486,0.88562,2.56575e-05,2.56575e-05,2.56575e-05
68,1256.29,1.73043,0.76001,0.84619,0.66283,0.55649,0.57559,0.24045,2.14554,1.20015,0.88752,2.06917e-05,2.06917e-05,2.06917e-05
69,1273.81,1.7336,0.75604,0.8495,0.62088,0.57027,0.58111,0.24189,2.14524,1.1887,0.88884,1.71376e-05,1.71376e-05,1.71376e-05
