epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,518.994,1.32182,0.93302,1.29097,0.94864,0.94186,0.95273,0.53423,1.54495,0.72239,1.45792,0.000530361,0.000530361,0.000530361
60,527.471,1.33083,0.88171,1.31609,0.90758,0.95382,0.95282,0.56286,1.45175,0.72917,1.40914,0.000521415,0.000521415,0.000521415
61,541,1.32055,0.91023,1.29493,0.93757,0.93933,0.94861,0.61788,1.28507,0.67223,1.33964,0.000512418,0.000512418,0.000512418
62,549.133,1.30781,0.85195,1.29896,0.93767,0.94926,0.96025,0.55879,1.45831,0.69893,1.43516,0.000503375,0.000503375,0.000503375
63,557.225,1.32421,0.89959,1.30655,0.92422,0.93365,0.95559,0.58033,1.39993,0.69211,1.37099,0.00049429,0.00049429,0.00049429
64,565.477,1.3289,0.88773,1.28394,0.87906,0.93345,0.95585,0.60082,1.32508,0.69122,1.33832,0.000485168,0.000485168,0.000485168
65,573.699,1.33257,0.89229,1.29989,0.90907,0.93059,0.95132,0.51358,1.60584,0.71267,1.4954,0.000476014,0.000476014,0.000476014
66,581.893,1.31989,0.86906,1.29212,0.91741,0.94627,0.95512,0.55524,1.46243,0.70899,1.41426,0.000466832,0.000466832,0.000466832
67,590.086,1.29534,0.86652,1.27384,0.90866,0.92878,0.95326,0.57272,1.38549,0.66318,1.37422,0.000457626,0.000457626,0.000457626
68,598.36,1.29441,0.85232,1.27625,0.8931,0.9205,0.9458,0.56988,1.42982,0.68901,1.39991,0.000448402,0.000448402,0.000448402
69,606.52,1.27722,0.83101,1.25947,0.93016,0.92133,0.94644,0.53832,1.53154,0.69211,1.46524,0.000439164,0.000439164,0.000439164
70,615.047,1.31197,0.86729,1.29444,0.91839,0.93171,0.94536,0.57807,1.41085,0.67716,1.38913,0.000429917,0.000429917,0.000429917
71,623.202,1.30944,0.86674,1.28757,0.86807,0.93353,0.93566,0.54041,1.50726,0.74799,1.4518,0.000420665,0.000420665,0.000420665
72,631.35,1.27781,0.8529,1.26584,0.88942,0.95625,0.95799,0.57022,1.43341,0.6736,1.39367,0.000411413,0.000411413,0.000411413
73,639.566,1.28766,0.85366,1.28976,0.92541,0.92608,0.9569,0.58783,1.36947,0.67059,1.3616,0.000402166,0.000402166,0.000402166
74,648.084,1.27809,0.83782,1.26965,0.91264,0.92319,0.94966,0.57524,1.37923,0.6911,1.37149,0.000392928,0.000392928,0.000392928
75,656.721,1.23658,0.80331,1.2308,0.88916,0.93503,0.9453,0.57632,1.39354,0.70857,1.36531,0.000383704,0.000383704,0.000383704
76,665.059,1.26334,0.82496,1.27315,0.93073,0.92954,0.95208,0.56961,1.42233,0.68076,1.40603,0.000374498,0.000374498,0.000374498
77,673.452,1.298,0.81367,1.27617,0.90755,0.90084,0.9511,0.58073,1.39629,0.71471,1.38444,0.000365316,0.000365316,0.000365316
78,681.743,1.2696,0.83667,1.26073,0.93633,0.93354,0.95151,0.57938,1.37587,0.6809,1.3555,0.000356162,0.000356162,0.000356162
79,690.205,1.25212,0.79005,1.24464,0.93845,0.94403,0.96392,0.60841,1.31487,0.62619,1.32469,0.00034704,0.00034704,0.00034704
80,698.564,1.27599,0.78811,1.25697,0.9327,0.94929,0.96049,0.61354,1.32023,0.61513,1.32984,0.000337955,0.000337955,0.000337955
81,711.545,1.29066,0.80467,1.26953,0.9022,0.94693,0.95646,0.61936,1.30588,0.63841,1.33598,0.000328912,0.000328912,0.000328912
82,720.36,1.26597,0.80276,1.27784,0.93032,0.92982,0.9597,0.58814,1.37423,0.63255,1.36519,0.000319915,0.000319915,0.000319915
83,729.209,1.25889,0.76466,1.25473,0.91579,0.95931,0.95703,0.58008,1.41499,0.62795,1.39459,0.000310969,0.000310969,0.000310969
